country_region,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
Philippines,2020-04-07,-81,-58,-75,-91,-81,38
Philippines,2020-04-08,-80,-54,-74,-90,-81,37
Philippines,2020-04-09,-88,-71,-78,-93,-86,41
Philippines,2020-04-10,-91,-80,-83,-95,-87,46
Philippines,2020-04-11,-84,-63,-78,-91,-76,34
Philippines,2020-04-12,-84,-63,-77,-90,-65,26
Philippines,2020-04-13,-80,-57,-72,-90,-79,37
Philippines,2020-04-14,-80,-56,-73,-89,-80,37
Philippines,2020-04-15,-80,-56,-74,-90,-79,38
Philippines,2020-04-16,-81,-58,-74,-90,-80,38
Philippines,2020-04-17,-83,-60,-75,-91,-79,41
Philippines,2020-04-18,-82,-60,-76,-90,-71,32
Philippines,2020-04-19,-84,-62,-77,-90,-63,27
Philippines,2020-04-20,-80,-57,-73,-90,-79,37
Philippines,2020-04-21,-82,-60,-76,-91,-80,38
Philippines,2020-04-22,-83,-63,-76,-91,-80,39
Philippines,2020-04-23,-83,-63,-76,-91,-80,39
Philippines,2020-04-24,-84,-64,-77,-92,-79,42
Philippines,2020-04-25,-83,-62,-76,-91,-71,33
Philippines,2020-04-26,-85,-65,-78,-90,-63,27
Philippines,2020-04-27,-81,-61,-74,-90,-78,37
Philippines,2020-04-28,-81,-59,-74,-90,-78,38
Philippines,2020-04-29,-80,-58,-75,-90,-78,38
Philippines,2020-04-30,-87,-49,-89,-87,-77,37
Philippines,2020-05-01,-89,-54,-90,-89,-81,43
Philippines,2020-05-02,-88,-53,-89,-86,-70,32
Philippines,2020-05-03,-90,-60,-90,-87,-62,27
Philippines,2020-05-04,-87,-53,-89,-87,-76,36
Philippines,2020-05-05,-87,-50,-89,-86,-77,37
Philippines,2020-05-06,-86,-48,-89,-86,-76,37
Philippines,2020-05-07,-85,-48,-89,-87,-76,37
Philippines,2020-05-08,-86,-48,-88,-87,-75,40
Philippines,2020-05-09,-84,-45,-88,-84,-66,31
Philippines,2020-05-10,-83,-46,-88,-83,-56,24
Philippines,2020-05-11,-84,-46,-86,-86,-74,36
Philippines,2020-05-12,-84,-45,-88,-86,-75,37
Philippines,2020-05-13,-84,-46,-87,-86,-74,37
Philippines,2020-05-14,-83,-45,-87,-86,-74,37
Philippines,2020-05-15,-86,-55,-89,-89,-74,41
Philippines,2020-05-16,-79,-37,-85,-81,-61,29
Philippines,2020-05-17,-81,-42,-86,-81,-51,25
Philippines,2020-05-18,-77,-34,-83,-81,-65,32
Philippines,2020-05-19,-78,-36,-84,-81,-67,33
Philippines,2020-05-20,-77,-36,-84,-81,-66,33
Philippines,2020-05-21,-77,-36,-83,-81,-67,33
Philippines,2020-05-22,-78,-37,-84,-82,-64,36
Philippines,2020-05-23,-77,-38,-84,-80,-54,28
Philippines,2020-05-24,-79,-41,-85,-80,-47,24
Philippines,2020-05-25,-76,-35,-84,-83,-74,35
Philippines,2020-05-26,-75,-34,-83,-79,-63,32
Philippines,2020-05-27,-76,-35,-83,-80,-63,32
Philippines,2020-05-28,-76,-35,-83,-80,-63,33
Philippines,2020-05-29,-76,-35,-83,-80,-61,35
Philippines,2020-05-30,-74,-30,-83,-77,-49,26
Philippines,2020-05-31,-76,-33,-83,-76,-40,23
Philippines,2020-06-01,-68,-21,-78,-71,-55,27
Philippines,2020-06-02,-69,-22,-79,-70,-56,28
Philippines,2020-06-03,-68,-21,-79,-70,-56,28
Philippines,2020-06-04,-69,-22,-79,-70,-56,28
Philippines,2020-06-05,-65,-22,-74,-71,-54,31
Philippines,2020-06-06,-63,-20,-75,-67,-41,23
Philippines,2020-06-07,-66,-25,-76,-67,-33,20
Philippines,2020-06-08,-60,-18,-71,-67,-53,25
Philippines,2020-06-09,-62,-21,-72,-67,-55,27
Philippines,2020-06-10,-63,-22,-71,-68,-54,27
Philippines,2020-06-11,-61,-22,-68,-65,-56,27
Philippines,2020-06-12,-65,-24,-77,-74,-67,35
Philippines,2020-06-13,-61,-19,-73,-66,-41,23
Philippines,2020-06-14,-64,-23,-74,-65,-31,20
Philippines,2020-06-15,-57,-15,-65,-63,-50,25
Philippines,2020-06-16,-57,-13,-69,-64,-52,25
Philippines,2020-06-17,-58,-17,-67,-64,-52,26
Philippines,2020-06-18,-57,-24,-48,-66,-53,26
Philippines,2020-06-19,-60,-29,-52,-69,-53,29
Philippines,2020-06-20,-55,-20,-47,-63,-37,21
Philippines,2020-06-21,-57,-23,-44,-65,-27,18
Philippines,2020-06-22,-54,-24,-46,-64,-51,25
Philippines,2020-06-23,-55,-23,-47,-64,-53,26
Philippines,2020-06-24,-56,-24,-49,-66,-52,26
Philippines,2020-06-25,-55,-23,-48,-64,-51,26
Philippines,2020-06-26,-56,-22,-47,-65,-50,28
Philippines,2020-06-27,-54,-21,-45,-61,-38,21
Philippines,2020-06-28,-59,-29,-51,-64,-29,19
Philippines,2020-06-29,-52,-20,-42,-62,-48,24
Philippines,2020-06-30,-49,-15,-44,-63,-50,24
Philippines,2020-07-01,-51,-18,-46,-65,-50,25
Philippines,2020-07-02,-53,-21,-47,-66,-52,26
Philippines,2020-07-03,-54,-22,-47,-66,-49,28
Philippines,2020-07-04,-54,-25,-48,-65,-38,22
Philippines,2020-07-05,-56,-24,-49,-67,-29,18
Philippines,2020-07-06,-51,-22,-46,-65,-49,24
Philippines,2020-07-07,-51,-19,-46,-66,-51,25
Philippines,2020-07-08,-53,-22,-47,-66,-50,25
Philippines,2020-07-09,-54,-25,-48,-67,-51,26
Philippines,2020-07-10,-54,-22,-48,-66,-49,28
Philippines,2020-07-11,-51,-16,-46,-64,-36,21
Philippines,2020-07-12,-55,-22,-48,-66,-28,18
Philippines,2020-07-13,-55,-27,-51,-68,-50,26
Philippines,2020-07-14,-49,-18,-45,-64,-51,25
Philippines,2020-07-15,-49,-18,-46,-65,-49,25
Philippines,2020-07-16,-49,-16,-46,-65,-50,26
Philippines,2020-07-17,-53,-19,-46,-67,-49,28
Philippines,2020-07-18,-50,-17,-44,-64,-36,21
Philippines,2020-07-19,-54,-22,-48,-66,-28,19
Philippines,2020-07-20,-50,-19,-43,-65,-48,25
Philippines,2020-07-21,-52,-22,-46,-66,-50,26
Philippines,2020-07-22,-53,-21,-47,-67,-51,26
Philippines,2020-07-23,-54,-23,-48,-67,-51,27
Philippines,2020-07-24,-54,-22,-46,-68,-49,29
Philippines,2020-07-25,-52,-21,-45,-64,-37,22
Philippines,2020-07-26,-55,-24,-46,-66,-29,19
Philippines,2020-07-27,-51,-22,-42,-66,-50,25
Philippines,2020-07-28,-51,-19,-45,-66,-52,26
Philippines,2020-07-29,-55,-26,-51,-69,-53,27
Philippines,2020-07-30,-51,-19,-46,-65,-52,25
Philippines,2020-07-31,-55,-22,-53,-73,-64,33
Philippines,2020-08-01,-54,-23,-49,-67,-41,23
Philippines,2020-08-02,-53,-20,-49,-66,-30,19
Philippines,2020-08-03,-39,0,-30,-56,-49,22
Philippines,2020-08-04,-65,-33,-54,-80,-59,31
Philippines,2020-08-05,-64,-33,-53,-80,-58,31
Philippines,2020-08-06,-65,-35,-54,-80,-58,31
Philippines,2020-08-07,-68,-39,-57,-81,-57,34
Philippines,2020-08-08,-64,-31,-54,-78,-44,26
Philippines,2020-08-09,-70,-42,-62,-80,-41,24
Philippines,2020-08-10,-61,-30,-50,-80,-56,29
Philippines,2020-08-11,-62,-31,-51,-79,-58,30
Philippines,2020-08-12,-62,-31,-50,-80,-57,30
Philippines,2020-08-13,-63,-32,-52,-79,-57,31
Philippines,2020-08-14,-63,-29,-52,-80,-55,33
Philippines,2020-08-15,-61,-27,-51,-77,-43,25
Philippines,2020-08-16,-65,-33,-55,-77,-38,22
Philippines,2020-08-17,-60,-28,-49,-78,-55,29
Philippines,2020-08-18,-62,-31,-52,-78,-56,30
Philippines,2020-08-19,-55,-24,-46,-69,-54,27
Philippines,2020-08-20,-53,-22,-44,-66,-52,26
Philippines,2020-08-21,-58,-26,-52,-75,-64,33
Philippines,2020-08-22,-54,-24,-45,-68,-39,22
Philippines,2020-08-23,-57,-27,-47,-68,-31,19
Philippines,2020-08-24,-51,-22,-40,-66,-49,24
Philippines,2020-08-25,-52,-21,-42,-67,-51,26
Philippines,2020-08-26,-53,-22,-44,-68,-50,26
Philippines,2020-08-27,-53,-23,-45,-67,-50,26
Philippines,2020-08-28,-53,-22,-44,-67,-49,27
Philippines,2020-08-29,-50,-18,-43,-62,-36,20
Philippines,2020-08-30,-52,-21,-44,-65,-29,17
Philippines,2020-08-31,-51,-23,-45,-73,-67,29
Philippines,2020-09-01,-50,-20,-42,-64,-50,24
Philippines,2020-09-02,-52,-23,-44,-67,-50,24
Philippines,2020-09-03,-52,-24,-44,-67,-50,25
Philippines,2020-09-04,-53,-24,-45,-68,-49,27
Philippines,2020-09-05,-50,-20,-42,-64,-36,20
Philippines,2020-09-06,-53,-24,-44,-65,-30,17
Philippines,2020-09-07,-51,-26,-43,-66,-50,24
Philippines,2020-09-08,-49,-19,-41,-65,-51,24
Philippines,2020-09-09,-53,-25,-45,-67,-49,24
Philippines,2020-09-10,-51,-23,-41,-66,-50,24
Philippines,2020-09-11,-52,-23,-42,-67,-48,27
Philippines,2020-09-12,-48,-19,-39,-62,-35,20
Philippines,2020-09-13,-50,-21,-38,-64,-26,16
Philippines,2020-09-14,-48,-21,-39,-66,-45,23
Philippines,2020-09-15,-48,-19,-45,-65,-48,25
Philippines,2020-09-16,-47,-15,-41,-65,-47,24
Philippines,2020-09-17,-49,-19,-41,-66,-48,25
Philippines,2020-09-18,-50,-20,-41,-67,-46,27
Philippines,2020-09-19,-48,-19,-38,-62,-34,20
Philippines,2020-09-20,-49,-19,-36,-62,-26,16
Philippines,2020-09-21,-48,-21,-37,-66,-47,23
Philippines,2020-09-22,-50,-21,-41,-65,-48,25
Philippines,2020-09-23,-54,-25,-47,-66,-48,26
Philippines,2020-09-24,-54,-23,-46,-67,-48,26
Philippines,2020-09-25,-53,-21,-45,-67,-46,28
Philippines,2020-09-26,-49,-16,-40,-62,-33,20
Philippines,2020-09-27,-50,-18,-37,-62,-25,17
Philippines,2020-09-28,-50,-20,-41,-64,-45,24
Philippines,2020-09-29,-51,-19,-44,-64,-47,25
Philippines,2020-09-30,-48,-12,-43,-63,-46,24
Philippines,2020-10-01,-50,-14,-42,-63,-46,24
Philippines,2020-10-02,-51,-15,-41,-65,-44,25
Philippines,2020-10-03,-48,-15,-38,-59,-32,19
Philippines,2020-10-04,-48,-14,-33,-59,-24,15
Philippines,2020-10-05,-49,-18,-38,-64,-45,22
Philippines,2020-10-06,-50,-17,-41,-63,-46,23
Philippines,2020-10-07,-53,-21,-47,-66,-46,24
Philippines,2020-10-08,-54,-22,-49,-66,-46,24
Philippines,2020-10-09,-52,-19,-47,-65,-43,27
Philippines,2020-10-10,-49,-18,-44,-60,-30,19
Philippines,2020-10-11,-54,-25,-48,-63,-24,17
Philippines,2020-10-12,-52,-24,-47,-64,-45,24
Philippines,2020-10-13,-50,-17,-45,-63,-45,24
Philippines,2020-10-14,-56,-28,-54,-66,-47,26
Philippines,2020-10-15,-48,-12,-44,-62,-45,25
Philippines,2020-10-16,-47,-10,-38,-61,-42,26
Philippines,2020-10-17,-44,-9,-34,-56,-29,18
Philippines,2020-10-18,-47,-14,-36,-58,-23,16
Philippines,2020-10-19,-47,-16,-37,-62,-43,23
Philippines,2020-10-20,-55,-29,-51,-64,-47,26
Philippines,2020-10-21,-49,-16,-43,-64,-44,25
Philippines,2020-10-22,-48,-16,-38,-62,-44,24
Philippines,2020-10-23,-48,-15,-38,-63,-41,25
Philippines,2020-10-24,-45,-12,-31,-57,-28,18
Philippines,2020-10-25,-49,-20,-35,-59,-22,15
Philippines,2020-10-26,-52,-23,-44,-67,-47,25
Philippines,2020-10-27,-46,-13,-33,-60,-44,23
Philippines,2020-10-28,-48,-17,-36,-61,-43,23
Philippines,2020-10-29,-48,-17,-41,-61,-43,23
Philippines,2020-10-30,-45,-10,-40,-61,-40,24
Philippines,2020-10-31,-40,0,-34,-55,-26,16
Philippines,2020-11-01,-72,-42,-66,-80,-41,23
Philippines,2020-11-02,-50,-21,-50,-74,-66,29
Philippines,2020-11-03,-46,-17,-43,-61,-43,22
Philippines,2020-11-04,-48,-19,-45,-63,-42,24
Philippines,2020-11-05,-46,-15,-40,-62,-42,23
Philippines,2020-11-06,-47,-17,-41,-64,-39,25
Philippines,2020-11-07,-44,-15,-35,-60,-25,18
Philippines,2020-11-08,-43,-13,-30,-58,-17,15
Philippines,2020-11-09,-45,-17,-38,-63,-40,22
Philippines,2020-11-10,-44,-14,-41,-61,-42,23
Philippines,2020-11-11,-50,-23,-49,-64,-43,24
Philippines,2020-11-12,-76,-52,-60,-86,-77,30
Philippines,2020-11-13,-44,-9,-43,-66,-44,22
Philippines,2020-11-14,-37,-2,-34,-55,-24,15
Philippines,2020-11-15,-38,-3,-31,-56,-14,13
Philippines,2020-11-16,-39,-7,-35,-59,-40,20
Philippines,2020-11-17,-41,-8,-38,-59,-42,21
Philippines,2020-11-18,-43,-11,-40,-61,-41,22
Philippines,2020-11-19,-42,-10,-37,-60,-41,22
Philippines,2020-11-20,-43,-9,-38,-61,-38,24
Philippines,2020-11-21,-37,-5,-31,-54,-23,16
Philippines,2020-11-22,-38,-6,-27,-55,-14,13
Philippines,2020-11-23,-43,-13,-36,-61,-39,21
Philippines,2020-11-24,-42,-11,-37,-59,-41,22
Philippines,2020-11-25,-42,-10,-37,-59,-39,22
Philippines,2020-11-26,-40,-8,-35,-58,-40,22
Philippines,2020-11-27,-40,-7,-37,-58,-37,23
Philippines,2020-11-28,-32,1,-27,-50,-21,15
Philippines,2020-11-29,-36,-4,-32,-51,-14,13
Philippines,2020-02-15,6,5,1,2,-1,0
Philippines,2020-02-16,5,6,1,-3,0,1
Philippines,2020-02-17,-1,1,6,-2,8,0
Philippines,2020-02-18,-2,2,2,-3,4,1
Philippines,2020-02-19,-3,-2,1,-7,4,1
Philippines,2020-02-20,-4,-5,-3,-10,2,1
Philippines,2020-02-21,-4,1,2,-4,6,1
Philippines,2020-02-22,1,2,3,8,0,1
Philippines,2020-02-23,-2,3,-1,-7,1,2
Philippines,2020-02-24,2,5,13,-1,5,1
Philippines,2020-02-25,3,4,15,4,-36,8
Philippines,2020-02-26,-3,0,0,-3,4,0
Philippines,2020-02-27,-5,-3,-1,-11,4,1
Philippines,2020-02-28,-2,1,3,-11,6,1
Philippines,2020-02-29,4,5,1,-6,2,1
Philippines,2020-03-01,1,7,-2,-12,3,1
Philippines,2020-03-02,-4,-1,4,-10,7,0
Philippines,2020-03-03,-1,2,3,-10,5,0
Philippines,2020-03-04,-4,0,0,-9,3,1
Philippines,2020-03-05,-2,1,-1,-10,5,1
Philippines,2020-03-06,-4,2,4,-12,5,1
Philippines,2020-03-07,-3,1,0,-4,-3,1
Philippines,2020-03-08,-6,0,0,-16,1,2
Philippines,2020-03-09,-5,3,5,-8,8,0
Philippines,2020-03-10,0,8,3,-6,-2,0
Philippines,2020-03-11,-6,10,-3,-10,-6,3
Philippines,2020-03-12,-9,5,-4,-12,-7,4
Philippines,2020-03-13,-13,8,-9,-12,-11,7
Philippines,2020-03-14,-20,3,-23,-12,-12,4
Philippines,2020-03-15,-38,-8,-29,-47,-8,9
Philippines,2020-03-16,-28,0,-14,-39,-29,11
Philippines,2020-03-17,-56,-13,-39,-56,-52,19
Philippines,2020-03-18,-71,-37,-52,-73,-65,26
Philippines,2020-03-19,-76,-45,-59,-77,-69,29
Philippines,2020-03-20,-79,-51,-65,-85,-70,33
Philippines,2020-03-21,-82,-54,-70,-86,-63,28
Philippines,2020-03-22,-84,-60,-70,-87,-53,24
Philippines,2020-03-23,-79,-52,-62,-87,-70,31
Philippines,2020-03-24,-80,-54,-66,-85,-73,31
Philippines,2020-03-25,-81,-56,-66,-86,-73,31
Philippines,2020-03-26,-81,-58,-66,-86,-74,32
Philippines,2020-03-27,-80,-50,-65,-88,-73,34
Philippines,2020-03-28,-83,-59,-75,-89,-66,29
Philippines,2020-03-29,-88,-71,-77,-91,-58,26
Philippines,2020-03-30,-82,-61,-66,-88,-73,32
Philippines,2020-03-31,-82,-60,-67,-87,-74,32
Philippines,2020-04-01,-83,-62,-70,-88,-75,32
Philippines,2020-04-02,-83,-62,-71,-88,-74,33
Philippines,2020-04-03,-83,-62,-71,-90,-73,36
Philippines,2020-04-04,-84,-63,-76,-90,-66,30
Philippines,2020-04-05,-87,-71,-77,-91,-56,26
Philippines,2020-04-06,-80,-57,-66,-88,-71,32
Philippines,2020-04-07,-80,-55,-65,-87,-73,32
Philippines,2020-04-08,-78,-53,-67,-86,-73,31
Philippines,2020-04-09,-87,-66,-73,-90,-79,33
Philippines,2020-04-10,-91,-80,-78,-93,-80,39
Philippines,2020-04-11,-84,-61,-75,-91,-67,31
Philippines,2020-04-12,-87,-69,-77,-92,-55,26
Philippines,2020-04-13,-78,-52,-65,-88,-69,31
Philippines,2020-04-14,-78,-52,-65,-86,-71,31
Philippines,2020-04-15,-79,-54,-68,-87,-71,31
Philippines,2020-04-16,-81,-57,-68,-88,-72,32
Philippines,2020-04-17,-83,-59,-70,-90,-71,36
Philippines,2020-04-18,-84,-61,-75,-90,-64,30
Philippines,2020-04-19,-88,-71,-77,-92,-56,26
Philippines,2020-04-20,-80,-56,-65,-89,-70,32
Philippines,2020-04-21,-82,-59,-67,-88,-72,32
Philippines,2020-04-22,-82,-60,-69,-86,-72,32
Philippines,2020-04-23,-83,-62,-70,-88,-72,33
Philippines,2020-04-24,-84,-63,-72,-89,-71,36
Philippines,2020-04-25,-84,-62,-75,-90,-62,30
Philippines,2020-04-26,-87,-70,-77,-92,-53,23
Philippines,2020-04-27,-80,-58,-65,-88,-67,31
Philippines,2020-04-28,-80,-56,-66,-87,-69,32
Philippines,2020-04-29,-79,-55,-66,-86,-68,31
Philippines,2020-04-30,-84,-45,-85,-81,-68,30
Philippines,2020-05-01,-87,-49,-86,-86,-72,36
Philippines,2020-05-02,-86,-50,-88,-85,-60,29
Philippines,2020-05-03,-89,-62,-87,-87,-51,25
Philippines,2020-05-04,-83,-44,-85,-81,-64,30
Philippines,2020-05-05,-82,-42,-83,-80,-66,26
Philippines,2020-05-06,-82,-40,-85,-80,-66,30
Philippines,2020-05-07,-83,-44,-84,-82,-68,31
Philippines,2020-05-08,-83,-42,-86,-83,-64,34
Philippines,2020-05-09,-83,-42,-86,-83,-56,27
Philippines,2020-05-10,-84,-49,-86,-85,-43,22
Philippines,2020-05-11,-82,-41,-84,-81,-62,30
Philippines,2020-05-12,-82,-40,-84,-79,-64,30
Philippines,2020-05-13,-82,-40,-84,-80,-64,30
Philippines,2020-05-14,-81,-40,-84,-80,-63,30
Philippines,2020-05-15,-82,-43,-85,-83,-63,33
Philippines,2020-05-16,-77,-32,-86,-80,-49,25
Philippines,2020-05-17,-81,-44,-86,-83,-39,23
Philippines,2020-05-18,-70,-22,-81,-72,-52,26
Philippines,2020-05-19,-72,-25,-82,-69,-55,26
Philippines,2020-05-20,-71,-26,-82,-68,-55,26
Philippines,2020-05-21,-74,-30,-83,-71,-56,27
Philippines,2020-05-22,-75,-29,-83,-74,-53,30
Philippines,2020-05-23,-76,-33,-85,-77,-43,25
Philippines,2020-05-24,-81,-45,-85,-81,-33,23
Philippines,2020-05-25,-73,-28,-81,-76,-60,28
Philippines,2020-05-26,-70,-23,-81,-67,-51,25
Philippines,2020-05-27,-70,-26,-81,-66,-51,25
Philippines,2020-05-28,-72,-28,-81,-68,-52,26
Philippines,2020-05-29,-72,-23,-81,-71,-49,28
Philippines,2020-05-30,-71,-23,-83,-71,-36,23
Philippines,2020-05-31,-76,-33,-82,-75,-25,21
Philippines,2020-06-01,-62,-10,-77,-62,-42,22
Philippines,2020-06-02,-63,-10,-77,-59,-45,23
Philippines,2020-06-03,-63,-13,-78,-57,-45,23
Philippines,2020-06-04,-64,-14,-78,-60,-45,23
Philippines,2020-06-05,-62,-18,-79,-65,-43,25
Philippines,2020-06-06,-63,-18,-79,-65,-29,20
Philippines,2020-06-07,-67,-26,-79,-72,-20,19
Philippines,2020-06-08,-55,-10,-76,-63,-39,21
Philippines,2020-06-09,-57,-13,-77,-59,-42,21
Philippines,2020-06-10,-57,-14,-77,-59,-43,21
Philippines,2020-06-11,-54,-15,-78,-58,-44,21
Philippines,2020-06-12,-63,-24,-80,-69,-53,28
Philippines,2020-06-13,-59,-18,-80,-67,-30,20
Philippines,2020-06-14,-63,-25,-78,-71,-17,18
Philippines,2020-06-15,-51,-10,-74,-62,-43,22
Philippines,2020-06-16,-45,-3,-76,-50,-38,19
Philippines,2020-06-17,-48,-7,-74,-53,-40,20
Philippines,2020-06-18,-50,-21,-42,-59,-40,20
Philippines,2020-06-19,-54,-23,-43,-65,-40,23
Philippines,2020-06-20,-51,-17,-46,-64,-23,17
Philippines,2020-06-21,-55,-21,-42,-69,-9,15
Philippines,2020-06-22,-46,-17,-33,-60,-36,19
Philippines,2020-06-23,-46,-16,-35,-56,-40,20
Philippines,2020-06-24,-47,-18,-38,-57,-39,20
Philippines,2020-06-25,-48,-21,-39,-58,-40,21
Philippines,2020-06-26,-51,-19,-41,-61,-38,23
Philippines,2020-06-27,-51,-21,-46,-61,-26,16
Philippines,2020-06-28,-58,-30,-49,-69,-16,17
Philippines,2020-06-29,-45,-16,-33,-61,-35,19
Philippines,2020-06-30,-43,-11,-33,-54,-37,19
Philippines,2020-07-01,-46,-16,-36,-55,-38,19
Philippines,2020-07-02,-48,-20,-38,-59,-39,20
Philippines,2020-07-03,-50,-19,-40,-61,-37,22
Philippines,2020-07-04,-51,-21,-47,-63,-24,18
Philippines,2020-07-05,-55,-25,-46,-69,-14,16
Philippines,2020-07-06,-45,-16,-33,-60,-35,19
Philippines,2020-07-07,-45,-12,-34,-55,-38,19
Philippines,2020-07-08,-47,-14,-38,-55,-38,19
Philippines,2020-07-09,-48,-19,-38,-59,-38,19
Philippines,2020-07-10,-51,-18,-40,-62,-37,22
Philippines,2020-07-11,-49,-11,-44,-63,-23,18
Philippines,2020-07-12,-55,-22,-43,-69,-13,16
Philippines,2020-07-13,-46,-15,-34,-60,-35,19
Philippines,2020-07-14,-46,-15,-33,-57,-38,19
Philippines,2020-07-15,-44,-15,-35,-52,-37,19
Philippines,2020-07-16,-44,-16,-35,-56,-37,19
Philippines,2020-07-17,-50,-18,-39,-59,-36,20
Philippines,2020-07-18,-48,-17,-44,-61,-22,17
Philippines,2020-07-19,-54,-24,-45,-67,-13,16
Philippines,2020-07-20,-46,-17,-35,-60,-33,20
Philippines,2020-07-21,-46,-17,-38,-56,-37,20
Philippines,2020-07-22,-46,-17,-35,-54,-37,20
Philippines,2020-07-23,-48,-20,-38,-57,-38,19
Philippines,2020-07-24,-52,-20,-40,-62,-37,23
Philippines,2020-07-25,-50,-20,-43,-64,-24,18
Philippines,2020-07-26,-56,-25,-43,-68,-14,16
Philippines,2020-07-27,-45,-14,-26,-60,-35,19
Philippines,2020-07-28,-46,-16,-37,-56,-38,20
Philippines,2020-07-29,-47,-17,-35,-56,-39,20
Philippines,2020-07-30,-44,-17,-41,-57,-41,20
Philippines,2020-07-31,-49,-16,-44,-62,-49,25
Philippines,2020-08-01,-49,-20,-48,-66,-28,19
Philippines,2020-08-02,-53,-23,-48,-70,-18,17
Philippines,2020-08-03,-39,-10,-30,-58,-35,19
Philippines,2020-08-04,-41,-10,-33,-56,-39,20
Philippines,2020-08-05,-42,-11,-30,-56,-39,19
Philippines,2020-08-06,-45,-16,-32,-60,-39,20
Philippines,2020-08-07,-50,-19,-36,-64,-37,22
Philippines,2020-08-08,-48,-16,-40,-65,-25,18
Philippines,2020-08-09,-62,-38,-55,-76,-25,19
Philippines,2020-08-10,-43,-12,-30,-61,-36,20
Philippines,2020-08-11,-43,-15,-28,-57,-39,20
Philippines,2020-08-12,-43,-13,-30,-55,-38,19
Philippines,2020-08-13,-44,-15,-31,-58,-38,20
Philippines,2020-08-14,-47,-13,-34,-62,-36,22
Philippines,2020-08-15,-47,-13,-36,-64,-24,18
Philippines,2020-08-16,-54,-21,-38,-70,-17,16
Philippines,2020-08-17,-43,-12,-24,-60,-35,19
Philippines,2020-08-18,-44,-14,-28,-56,-37,18
Philippines,2020-08-19,-46,-17,-32,-55,-38,19
Philippines,2020-08-20,-45,-16,-33,-54,-39,19
Philippines,2020-08-21,-50,-17,-36,-62,-48,25
Philippines,2020-08-22,-49,-18,-41,-66,-27,18
Philippines,2020-08-23,-55,-25,-41,-71,-18,17
Philippines,2020-08-24,-44,-13,-26,-61,-35,19
Philippines,2020-08-25,-43,-13,-28,-55,-38,20
Philippines,2020-08-26,-46,-16,-30,-55,-38,20
Philippines,2020-08-27,-45,-17,-31,-58,-37,19
Philippines,2020-08-28,-48,-15,-30,-60,-35,22
Philippines,2020-08-29,-45,-14,-35,-60,-25,16
Philippines,2020-08-30,-50,-18,-36,-67,-16,14
Philippines,2020-08-31,-45,-16,-24,-64,-50,22
Philippines,2020-09-01,-41,-9,-26,-54,-37,18
Philippines,2020-09-02,-45,-16,-31,-56,-39,18
Philippines,2020-09-03,-47,-20,-33,-59,-39,19
Philippines,2020-09-04,-49,-18,-33,-62,-37,22
Philippines,2020-09-05,-48,-19,-39,-63,-28,18
Philippines,2020-09-06,-52,-21,-37,-70,-19,16
Philippines,2020-09-07,-44,-17,-28,-63,-36,19
Philippines,2020-09-08,-42,-9,-23,-53,-39,18
Philippines,2020-09-09,-45,-19,-31,-55,-39,18
Philippines,2020-09-10,-45,-18,-27,-57,-40,17
Philippines,2020-09-11,-47,-16,-29,-58,-36,20
Philippines,2020-09-12,-45,-16,-32,-60,-27,13
Philippines,2020-09-13,-49,-20,-32,-66,-15,12
Philippines,2020-09-14,-42,-13,-20,-59,-33,16
Philippines,2020-09-15,-41,-11,-24,-52,-37,18
Philippines,2020-09-16,-41,-10,-27,-52,-37,18
Philippines,2020-09-17,-43,-13,-29,-54,-37,18
Philippines,2020-09-18,-48,-17,-34,-59,-35,22
Philippines,2020-09-19,-45,-15,-36,-60,-25,17
Philippines,2020-09-20,-49,-19,-35,-66,-15,15
Philippines,2020-09-21,-42,-15,-21,-59,-35,18
Philippines,2020-09-22,-44,-16,-29,-55,-38,19
Philippines,2020-09-23,-47,-18,-36,-55,-38,19
Philippines,2020-09-24,-49,-20,-37,-58,-38,20
Philippines,2020-09-25,-48,-16,-35,-60,-35,22
Philippines,2020-09-26,-48,-17,-40,-61,-26,17
Philippines,2020-09-27,-50,-17,-33,-66,-16,14
Philippines,2020-09-28,-44,-14,-27,-60,-34,19
Philippines,2020-09-29,-43,-10,-29,-54,-36,19
Philippines,2020-09-30,-41,-6,-29,-51,-37,17
Philippines,2020-10-01,-44,-8,-33,-53,-37,16
Philippines,2020-10-02,-47,-8,-36,-59,-35,18
Philippines,2020-10-03,-47,-12,-40,-59,-27,14
Philippines,2020-10-04,-48,-11,-35,-65,-18,12
Philippines,2020-10-05,-42,-7,-26,-58,-35,15
Philippines,2020-10-06,-42,-5,-28,-53,-37,16
Philippines,2020-10-07,-45,-14,-34,-54,-37,17
Philippines,2020-10-08,-45,-10,-34,-54,-36,18
Philippines,2020-10-09,-48,-11,-36,-58,-33,21
Philippines,2020-10-10,-46,-13,-37,-58,-24,17
Philippines,2020-10-11,-52,-18,-38,-66,-15,15
Philippines,2020-10-12,-46,-13,-33,-59,-36,20
Philippines,2020-10-13,-43,-8,-28,-52,-36,19
Philippines,2020-10-14,-44,-13,-34,-51,-35,19
Philippines,2020-10-15,-42,-7,-32,-49,-34,20
Philippines,2020-10-16,-44,-6,-34,-53,-31,22
Philippines,2020-10-17,-40,-6,-32,-51,-22,14
Philippines,2020-10-18,-47,-12,-30,-64,-13,14
